"Worried about not having enough money for monthly expenses or bills: worried, income, richest 60% (% age 15+)","Financial institution account, income, richest 60% (% ages 15+)","Borrowed any money, income, richest 60% (% ages 15+)","Used a mobile phone or the internet to pay bills, income, richest 60% (% ages 15+)","Owns a debit or credit card, income, richest 60% (% ages 15+)"
0.6505713760852814,0.554087221622467,0.37644270062446594,0.05004126578569412,0.34729626774787903
0.6167023777961731,0.5217190980911255,0.32798635959625244,0.0448787547647953,0.2994871437549591
0.671021431684494,0.7143905758857727,0.5123239159584045,0.39864856004714966,0.626736581325531
0.5581755340099335,0.6009452939033508,0.5794817805290222,0.2505752444267273,0.2644398510456085
0.23306375741958618,1.0,0.7190231084823608,0.8193863034248352,0.9913046956062317
0.28676658868789673,0.9991790652275085,0.677682101726532,0.6334315538406372,0.9730375409126282
0.7868712842464447,0.4051404297351837,0.4422924816608429,0.12369459122419357,0.057533834129571915
0.24642741680145264,0.997174859046936,0.5889326930046082,0.7968099117279053,0.9905463457107544
0.7338802218437195,0.2687491178512573,0.4806823134422302,0.0885317251086235,0.07502277195453644
0.7672652900218964,0.7585484385490417,0.5131929516792297,0.19002948701381683,0.5502125024795532
0.4585304856300354,0.8401309847831726,0.41814473271369934,0.17802900075912476,0.7044155597686768
0.7093867361545563,0.8488500714302063,0.6337403059005737,0.5323682427406311,0.7296239733695984
0.38707154989242554,0.9068571329116821,0.43772566318511963,0.3927997350692749,0.8024734258651733
0.6468036472797394,0.26374033093452454,0.4957931339740753,0.1242528036236763,0.11511335521936417
0.8254421204328537,0.3941107392311096,0.5522459149360657,0.04066373407840729,0.21863149106502533
0.7396186292171478,0.2964320778846741,0.6146507263183594,0.15792718529701233,0.10772670060396194
0.26963889598846436,0.9980955123901367,0.8987684845924377,0.7982692718505859,0.9892212152481079
0.6405278444290161,0.8748208284378052,0.45294779539108276,0.5244434475898743,0.811941385269165
0.38540875911712646,0.9246062636375427,0.5695328712463379,0.6515540480613708,0.8468130826950073
0.7621679902076721,0.6391770839691162,0.5450057983398438,0.2681659162044525,0.40458038449287415
0.7192572951316833,0.2371818721294403,0.4425587058067322,0.11897305399179459,0.13065940141677856
0.6566972136497498,0.7592783570289612,0.40512391924858093,0.4117034077644348,0.6431503891944885
0.686866044998169,0.24407246708869934,0.45165199041366577,0.19559220969676971,0.10811146348714828
0.40151119232177734,0.9668934941291809,0.5196052193641663,0.5368749499320984,0.7958677411079407
0.34748125076293945,0.9498682022094727,0.4216301739215851,0.7271816730499268,0.9065749049186707
0.7792395949363708,0.5789433121681213,0.49820587038993835,0.1210145652294159,0.404631644487381
0.8123248070478439,0.6750941872596741,0.5256396532058716,0.2207072228193283,0.45057234168052673
0.7153267562389374,0.30299583077430725,0.39016860723495483,0.021436572074890137,0.2594637870788574
0.7141003608703613,0.3847481310367584,0.3184952139854431,0.12222220748662949,0.19526124000549316
0.20176160335540771,0.9932227730751038,0.5204776525497437,0.881533682346344,0.9785107374191284
0.33959633111953735,0.9980545043945312,0.5188007354736328,0.43928512930870056,0.912202775478363
0.6198750734329224,0.33806687593460083,0.5641309022903442,0.4428982734680176,0.18212397396564484
0.8919313922524452,0.758172333240509,0.40711238980293274,0.3179321885108948,0.5373155474662781
0.3845248222351074,1.0,0.6814733147621155,0.5494523644447327,0.9752401113510132
0.7477833032608032,0.4878576099872589,0.522603452205658,0.13857142627239227,0.25517788529396057
0.5534937977790833,0.970363199710846,0.47757217288017273,0.6857624650001526,0.9068806767463684
0.7442782819271088,0.14874112606048584,0.6004030704498291,0.047619763761758804,0.051535703241825104
0.771162137389183,0.4058459997177124,0.4332441985607147,0.1267920285463333,0.1919209510087967
0.42658835649490356,0.9869199991226196,0.8429924845695496,0.7650065422058105,0.9653135538101196
0.2538442611694336,0.9285041689872742,0.3249933123588562,0.6064578890800476,0.8569047451019287
0.23037081956863403,1.0,0.8595890998840332,0.8504177927970886,0.9899778366088867
0.7689929306507111,0.7673921585083008,0.4597274661064148,0.13660186529159546,0.35417449474334717
0.7857387661933899,0.5422792434692383,0.40812236070632935,0.0941966325044632,0.41619184613227844
0.654912680387497,0.18509095907211304,0.505255937576294,0.06258606165647507,0.10654041916131973
0.23596489429473877,0.9991328120231628,0.5964217185974121,0.6263221502304077,0.9704380631446838
0.3265123963356018,0.9552018046379089,0.8749338388442993,0.5483781099319458,0.9145054817199707
0.2568008303642273,0.9895731210708618,0.6144692897796631,0.3189326226711273,0.9365370869636536
0.6259453296661377,0.7658947110176086,0.38522741198539734,0.16675640642642975,0.5596915483474731
0.4389495253562927,0.9850392937660217,0.7051992416381836,0.3381832540035248,0.9278525114059448
0.7155568599700928,0.5107755661010742,0.5079952478408813,0.12464343756437302,0.40550586581230164
0.6589831411838531,0.8046317100524902,0.4526345431804657,0.5477972030639648,0.6257343292236328
0.811692550778389,0.6055222153663635,0.7923179864883423,0.527543306350708,0.3222450911998749
0.3935942053794861,0.9985635876655579,0.828760027885437,0.6983960866928101,0.9834374189376831
0.6131483614444733,0.6210781335830688,0.41312462091445923,0.12471724301576614,0.4761827290058136
0.5165266990661621,0.4100261926651001,0.44113606214523315,0.11781439185142517,0.2993502914905548
0.6624342203140259,0.46987730264663696,0.4351438879966736,0.12503279745578766,0.3132157623767853
0.3602333664894104,0.9832643270492554,0.37784698605537415,0.8147017359733582,0.9358747005462646
0.8169605433940887,0.25931915640830994,0.25925570726394653,0.007922366261482239,0.21216636896133423
0.8579336553812027,0.3136402368545532,0.644952654838562,0.07304282486438751,0.09204825013875961
0.9572040252387524,0.2401997447013855,0.547109842300415,0.13842231035232544,0.10561405122280121
0.6552219986915588,0.9161685109138489,0.3468691408634186,0.4877934455871582,0.8679438829421997
0.8838704973459244,0.2928905785083771,0.5040745735168457,0.12016283720731735,0.1640160232782364
0.3563894033432007,0.9850627183914185,0.5532756447792053,0.6279383897781372,0.9424234628677368
0.6127711534500122,0.8971790075302124,0.363111674785614,0.24938298761844635,0.8165485858917236
0.7708243578672409,0.707836389541626,0.46896401047706604,0.25040721893310547,0.528029203414917
0.6868920624256134,0.9856572151184082,0.5176249146461487,0.4919170141220093,0.8930229544639587
0.7310391068458557,0.49561989307403564,0.5697158575057983,0.10712180286645889,0.404508501291275
0.8582003116607666,0.4636436104774475,0.5254247784614563,0.21358077228069305,0.28940442204475403
0.6766110360622406,0.460193395614624,0.3440282940864563,0.22194752097129822,0.3454766273498535
0.7568296492099762,0.7696551084518433,0.7325885891914368,0.2568012475967407,0.5894548296928406
0.7141340374946594,0.5872051119804382,0.5295189023017883,0.08788219094276428,0.18746906518936157
0.16200226545333862,1.0,0.4819594919681549,0.7913832664489746,0.9826295375823975
0.16056275367736816,1.0,0.7330567836761475,0.8583531975746155,0.9728028774261475
0.6575366258621216,0.2665197551250458,0.43007007241249084,0.09779477119445801,0.14690200984477997
0.8135020583868027,0.5349851846694946,0.5446355938911438,0.11273439973592758,0.43367844820022583
0.5534809827804565,0.9033911824226379,0.4067111313343048,0.34628185629844666,0.6982543468475342
0.8504009991884232,0.18099714815616608,0.29894083738327026,0.07069329917430878,0.10329368710517883
0.6128148138523102,0.5332908630371094,0.31462547183036804,0.25090718269348145,0.40696656703948975
0.7569485306739807,0.31396880745887756,0.4033629596233368,0.13885118067264557,0.2111942172050476
0.8172122091054916,0.6426081657409668,0.46451330184936523,0.2809670865535736,0.454438179731369
0.8245304375886917,0.5629609227180481,0.5913592576980591,0.27322059869766235,0.3974061906337738
0.5307589769363403,0.9691668152809143,0.4523402154445648,0.7381572127342224,0.8772000074386597
0.5753821730613708,0.9599883556365967,0.41819798946380615,0.5285587310791016,0.9083806276321411
0.5444158911705017,0.7709908485412598,0.4099715054035187,0.4079412817955017,0.6400176882743835
0.5710817873477936,0.9138674139976501,0.49695566296577454,0.6355100870132446,0.7300989627838135
0.3657437562942505,0.7943053245544434,0.6217767596244812,0.6652743816375732,0.7691024541854858
0.8436657637357712,0.30026617646217346,0.507035493850708,0.2276846319437027,0.16371126472949982
0.3696749806404114,0.9283773303031921,0.5269941687583923,0.36268311738967896,0.7141965627670288
0.8580568879842758,0.16381096839904785,0.5606229901313782,0.04407612606883049,0.025730442255735397
0.6603903472423553,0.9828001260757446,0.5579865574836731,0.6485018730163574,0.9580025672912598
0.49490082263946533,0.9880561828613281,0.4295288622379303,0.8138859272003174,0.9560449123382568
0.3182397484779358,1.0,0.5871666669845581,0.6615397334098816,0.9953011274337769
0.7143318355083466,0.8956455588340759,0.649552047252655,0.34237852692604065,0.6760433912277222
0.4268763065338135,0.985429584980011,0.5891767144203186,0.45933470129966736,0.9116726517677307
0.7368020713329315,0.9071899056434631,0.4108414351940155,0.12006434798240662,0.5815345048904419
0.34244877099990845,0.9949404001235962,0.6640855073928833,0.5299057960510254,0.9323796629905701
0.5575050711631775,0.3991897404193878,0.3103828430175781,0.04908709600567818,0.1821363866329193
0.7729056030511856,0.28848662972450256,0.5363248586654663,0.23941732943058014,0.17431245744228363
0.44775092601776123,0.9339810609817505,0.5738887190818787,0.5486865043640137,0.7387634515762329
0.5893673002719879,0.28729474544525146,0.48903608322143555,0.15328608453273773,0.08576434850692749
0.4677116870880127,0.3954858183860779,0.5162065029144287,0.046883631497621536,0.25911745429039
0.7348489761352539,0.4192567467689514,0.7841084599494934,0.3068903386592865,0.2395266443490982
0.677949458360672,0.8612054586410522,0.5605370402336121,0.5169882774353027,0.7500547170639038
0.23332703113555908,0.9989285469055176,0.6181087493896484,0.534808337688446,0.9674392938613892
0.28118401765823364,0.9742159843444824,0.8562999963760376,0.7217286229133606,0.9581462740898132
0.5161612033843994,0.8134316205978394,0.592599630355835,0.41218334436416626,0.7706724405288696
0.45744025707244873,0.4588331878185272,0.3291320502758026,0.2088439017534256,0.40416383743286133
0.6175816059112549,0.43813377618789673,0.3796112835407257,0.04143152013421059,0.2940328121185303
0.7753528505563736,0.28924882411956787,0.6630702614784241,0.25599008798599243,0.15715184807777405
0.8792631179094315,0.3700462281703949,0.5695107579231262,0.2593657672405243,0.23363761603832245
